Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH
2020-06-10,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,4.0
2020-06-11,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,4.0
2020-06-12,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0,2.0,,0.0,1.0,0.0,0.0,6.0
2020-06-13,,,,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,,0.0,0.0,,,,,0.0,0.0,2.0,,0.0,1.0,0.0,0.0,6.0
2020-06-14,,,,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,,0.0,1.0,0.0,0.0,6.0
2020-06-15,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,,0.0,1.0,0.0,0.0,6.0
2020-06-16,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,7.0
2020-06-17,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,9.0
2020-06-18,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,9.0
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,9.0
2020-06-20,,,,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,9.0
2020-06-21,,,,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,9.0
2020-06-22,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,2.0,1.0,0.0,0.0,10.0
2020-06-23,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,2.0,1.0,0.0,0.0,11.0
2020-06-24,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,2.0,1.0,0.0,0.0,12.0
2020-06-25,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,2.0,1.0,0.0,0.0,12.0
2020-06-26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,12.0
2020-06-27,,,,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,,,,0.0,0.0,2.0,,2.0,1.0,0.0,0.0,12.0
2020-06-28,,,,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,,,,0.0,0.0,2.0,,2.0,1.0,0.0,0.0,12.0
2020-06-29,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,13.0
2020-06-30,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,13.0
2020-07-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,13.0
2020-07-02,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,13.0
2020-07-03,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,2.0,1.0,0.0,1.0,13.0
2020-07-04,,,,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,,,0.0,,,,,0.0,0.0,2.0,,2.0,1.0,0.0,1.0,13.0
2020-07-05,,,,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,13.0
2020-07-06,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,,2.0,1.0,0.0,1.0,14.0
2020-07-07,1.0,,0.0,,,0.0,1.0,,2.0,,,0.0,,,,2.0,1.0,,0.0,0.0,2.0,,,,0.0,,15.0
